ResponseID,College,Rank,AppointmentType,YearsAtInstitution,Discipline,Gender,Race,Q8_OverallSatisfaction,Q9_LikelihoodToRecommend,Q10_ConsideredLeaving,Q11_Workload,Q11_Compensation,Q11_ResearchSupport,Q11_TeachingSupport,Q11_DeptClimate,Q11_TenurePromotion,Q11_LimitedAdvancement,Q11_Geographic,Q11_BetterOpportunity,Q11_LackRecognition,Q12_WorkloadManageable,Q13_WorkLifeBalance,Q14_WeeklyHours,Q15_ServiceLoad,Q16_TeachingResources,Q17_Facilities,Q18_ResearchFunding,Q19_ProfDevelopment,Q20_Mentorship,Q21_Collaboration,Q22_Compensation,Q23_TenureClarity,Q24_TenureFairness,Q25_HiringEffectiveness,Q26_PsychologicalSafety,Q27_Belonging,Q28_Inclusivity,Timestamp,Q29_ImprovementSuggestion,Q30_AdditionalComments
R0293,Architecture,Assistant Professor,Tenured,3-5 years,Arts & Performance,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,3,1,1,4,4,1,3,3,1.5,3.6,4,1,2,2,2025-10-20 21:00:00,Department climate needs improvement,Need better work-life balance policies
R0294,Science,Assistant Professor,Tenured,More than 20 years,STEM,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,3,3,3,1,4,4,4,3,2.5,1.4,4,3,4,4,2025-10-17 09:00:00,Too much administrative burden,
R0295,Arts & Letters,Assistant Professor,Non-tenure track,16-20 years,Humanities,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,4,4,50-59 hours,2,3,3,2,5,4,5,3,3.0,2.0,3,4,5,5,2025-10-31 21:00:00,Very satisfied overall,Great collegial atmosphere
R0296,Engineering,Associate Professor,Tenured,More than 20 years,Professional fields,Woman,White,5,5,1,0,0,0,0,0,0,0,0,0,0,4,3,50-59 hours,4,5,5,4,4,3,5,4,3.0,4.7,3,4,2,2,2025-11-04 19:00:00,,
R0297,Business,Associate Professor,Non-tenure track,6-10 years,Business,Man,Asian,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,50-59 hours,4,5,5,3,3,4,4,3,4.0,2.0,3,5,3,4,2025-10-25 02:00:00,Very satisfied overall,Promotion criteria should be clearer
R0298,Arts & Letters,Professor,Non-tenure track,0-2 years,Humanities,Man,Asian,4,4,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,2,3,2,2,3,1,2,4,3.0,3.0,3,3,1,1,2025-10-22 21:00:00,Department climate needs improvement,Excellent research support and facilities
R0299,Engineering,Teaching Professor,Non-tenure track,6-10 years,STEM,Woman,White,4,4,1,0,0,0,0,0,0,0,0,0,0,2,1,70+ hours,3,4,2,5,4,1,3,4,4.0,3.7,4,2,3,4,2025-10-24 07:00:00,,Need more teaching assistants
R0300,Arts & Letters,Assistant Professor,Tenure-track,6-10 years,Business,Woman,White,2,3,4,1,0,0,0,0,1,0,0,1,1,2,1,50-59 hours,2,2,3,3,3,2,3,4,4.0,0.7,3,1,3,2,2025-10-21 04:00:00,,
R0301,Arts & Letters,Associate Professor,Tenured,16-20 years,Humanities,Woman,White,2,2,5,1,0,0,0,0,1,0,0,0,1,3,1,40-49 hours,2,4,2,1,4,1,4,3,2.0,2.7,3,2,3,3,2025-10-15 01:00:00,Great collegial atmosphere,Great collegial atmosphere
R0302,Engineering,Assistant Professor,Tenure-track,0-2 years,STEM,Prefer not to say,White,4,4,1,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,2,4,4,3,5,4,3,2,5.0,4.0,4,3,4,4,2025-10-22 15:00:00,Excellent research support and facilities,
R0303,Engineering,Teaching Professor,Tenure-track,6-10 years,STEM,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,5,5,5,4,5,5,4,5,3.0,4.0,3,5,5,5,2025-11-03 02:00:00,Very satisfied overall,Department climate needs improvement
R0304,Business,Professor,Adjunct/Part-time,0-2 years,Business,Non-binary,Hispanic or Latino/a/x,2,1,5,1,0,1,0,0,0,1,0,1,0,3,3,40-49 hours,1,2,2,1,4,1,3,2,,,3,2,3,4,2025-10-29 13:00:00,Salary not competitive with peer institutions,Need better work-life balance policies
R0305,Business,Assistant Professor,Tenure-track,3-5 years,Humanities,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,3,5,4,2,4,1,3,2,4.0,4.0,4,4,5,5,2025-11-04 18:00:00,,Department climate needs improvement
R0306,Global Affairs,Assistant Professor,Tenured,11-15 years,Business,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,5,3,3,4,1,5,5,4,3.0,3.0,3,5,3,3,2025-10-21 22:00:00,Need better work-life balance policies,More mentorship needed for junior faculty
R0307,Engineering,Assistant Professor,Non-tenure track,6-10 years,Business,Man,White,2,2,4,1,0,1,1,0,0,0,0,0,0,4,5,70+ hours,4,2,2,5,5,5,4,3,4.0,5.0,3,5,3,3,2025-10-27 15:00:00,,
R0308,Science,Professor,Non-tenure track,3-5 years,Humanities,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,2,3,3,3,3,2,4,2,3.5,1.4,2,3,3,2,2025-10-27 07:00:00,Too much administrative burden,Too much administrative burden
R0309,Architecture,Teaching Professor,Tenured,6-10 years,Social Sciences,Man,White,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,70+ hours,1,1,1,2,2,3,3,2,3.5,0.6,4,3,2,2,2025-10-19 20:00:00,Great collegial atmosphere,Promotion criteria should be clearer
R0310,Science,Teaching Professor,Tenure-track,6-10 years,Social Sciences,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,3,1,1,3,3,2,2,4,1.5,0.10000000000000003,3,1,3,3,2025-10-15 03:00:00,,
R0311,Science,Assistant Professor,Tenured,16-20 years,STEM,Woman,White,2,2,4,1,1,0,0,1,1,0,0,0,0,1,1,60-69 hours,1,2,3,1,3,2,2,2,1.5,0.10000000000000003,1,3,1,1,2025-10-28 07:00:00,Great collegial atmosphere,Salary not competitive with peer institutions
R0312,Arts & Letters,Assistant Professor,Tenured,16-20 years,Social Sciences,Man,White,3,2,2,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,2,3,3,2,4,3,4,3,5.0,4.0,4,5,4,5,2025-10-20 22:00:00,Very satisfied overall,
R0313,Arts & Letters,Teaching Professor,Tenure-track,More than 20 years,Arts & Performance,Man,White,4,5,4,0,1,1,1,0,0,1,0,0,0,2,2,70+ hours,3,3,4,3,2,3,3,2,3.0,2.0,4,5,5,4,2025-10-31 14:00:00,Need better work-life balance policies,
R0314,Global Affairs,Assistant Professor,Tenured,16-20 years,Humanities,Woman,White,3,2,4,1,1,0,0,0,0,1,0,0,0,4,5,60-69 hours,3,4,4,3,2,3,3,2,4.0,2.7,3,2,2,2,2025-10-16 17:00:00,,
R0315,Architecture,Professor,Tenure-track,3-5 years,Business,Woman,White,1,1,4,1,0,0,0,1,0,0,0,1,0,2,2,50-59 hours,2,1,2,3,3,4,3,2,1.5,1.3,4,1,1,1,2025-10-22 03:00:00,Need better work-life balance policies,
R0316,Business,Assistant Professor,Tenure-track,11-15 years,Social Sciences,Man,Multiple/Other,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,2,3,3,3,4,1,3,3,3.0,3.0,3,2,4,5,2025-10-29 04:00:00,Department climate needs improvement,
R0317,Science,Assistant Professor,Tenured,6-10 years,Humanities,Woman,White,2,2,5,1,0,1,1,0,0,1,0,0,0,3,2,60-69 hours,2,4,4,3,4,2,3,1,2.5,3.1,2,2,1,1,2025-10-29 21:00:00,Too much administrative burden,
R0318,Arts & Letters,Associate Professor,Tenure-track,3-5 years,Humanities,Man,White,4,4,1,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,2,3,2,1,3,1,2,1,4.0,3.0,4,5,3,3,2025-10-31 17:00:00,Need more teaching assistants,Great collegial atmosphere
R0319,Arts & Letters,Assistant Professor,Tenured,16-20 years,Humanities,Man,White,2,3,4,1,1,1,0,0,0,0,0,1,0,2,2,70+ hours,3,3,2,1,3,5,4,3,1.0,4.0,4,3,4,4,2025-11-03 10:00:00,More mentorship needed for junior faculty,
R0320,Science,Teaching Professor,Non-tenure track,0-2 years,Humanities,Woman,White,4,3,2,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,1,3,3,1,2,1,3,3,2.5,2.1,2,2,2,2,2025-10-29 19:00:00,Salary not competitive with peer institutions,Need better work-life balance policies
R0321,Engineering,Teaching Professor,Non-tenure track,More than 20 years,STEM,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,5,2,1,4,4,2,5,3,3.0,4.0,5,5,4,3,2025-10-31 13:00:00,Salary not competitive with peer institutions,
R0322,Business,Assistant Professor,Tenure-track,6-10 years,Social Sciences,Man,Asian,4,4,2,0,0,0,0,0,0,0,0,0,0,2,2,40-49 hours,4,1,1,4,5,4,3,5,4.0,5.0,2,3,3,2,2025-11-01 14:00:00,,
R0323,Business,Professor,Tenure-track,11-15 years,STEM,Woman,Asian,1,2,5,1,1,0,0,0,0,0,0,0,1,3,3,60-69 hours,2,3,2,5,2,4,2,3,2.0,1.7,4,3,1,1,2025-10-20 23:00:00,Need more teaching assistants,
R0324,Science,Research Professor,Tenure-track,11-15 years,Social Sciences,Woman,White,3,2,4,1,0,1,0,0,0,0,1,1,0,2,1,40-49 hours,1,3,3,2,3,2,3,3,1.5,3.1,2,1,2,2,2025-10-30 14:00:00,Department climate needs improvement,Need more teaching assistants
R0325,Law,Instructor/Lecturer,Non-tenure track,16-20 years,Social Sciences,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,3,3,40-49 hours,4,5,5,3,3,4,4,3,3.0,4.0,3,2,3,3,2025-10-23 07:00:00,,
R0326,Business,Professor,Non-tenure track,11-15 years,Humanities,Man,White,3,3,5,1,0,0,0,1,0,0,1,0,0,2,1,60-69 hours,3,4,4,2,2,4,3,1,2.0,3.0,3,3,3,3,2025-11-04 08:00:00,Very satisfied overall,Promotion criteria should be clearer
R0327,Engineering,Teaching Professor,Tenure-track,11-15 years,Professional fields,Man,Black or African American,2,1,2,0,0,0,0,0,0,0,0,0,0,4,3,50-59 hours,1,4,4,3,4,4,2,4,3.0,5.0,4,2,3,3,2025-10-31 15:00:00,,Department climate needs improvement
R0328,Engineering,Teaching Professor,Adjunct/Part-time,0-2 years,Humanities,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,5,5,60-69 hours,2,3,2,1,4,1,5,1,,,4,3,2,1,2025-11-04 07:00:00,,
R0329,Science,Assistant Professor,Tenure-track,6-10 years,Arts & Performance,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,40-49 hours,3,3,2,4,4,3,5,2,1.5,0.4,3,3,4,4,2025-10-23 14:00:00,Excellent research support and facilities,Department climate needs improvement
R0330,Arts & Letters,Assistant Professor,Tenured,0-2 years,Social Sciences,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,50-59 hours,4,5,5,4,4,2,1,4,1.0,3.0,3,4,4,3,2025-10-17 22:00:00,Department climate needs improvement,
R0331,Science,Associate Professor,Non-tenure track,11-15 years,Humanities,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,3,4,50-59 hours,1,1,1,2,3,1,2,1,3.5,0.10000000000000003,2,2,2,2,2025-10-24 07:00:00,Need better work-life balance policies,
R0332,Business,Professor,Non-tenure track,6-10 years,STEM,Man,White,4,3,2,0,0,0,0,0,0,0,0,0,0,2,1,70+ hours,2,4,4,4,3,3,5,2,2.0,4.0,3,3,4,4,2025-10-23 10:00:00,Too much administrative burden,Need more teaching assistants
R0333,Arts & Letters,Associate Professor,Non-tenure track,11-15 years,STEM,Man,White,3,2,3,0,0,0,0,0,0,0,0,0,0,1,2,60-69 hours,3,5,5,4,5,5,3,3,3.0,2.0,4,2,3,3,2025-10-25 17:00:00,,
R0334,Arts & Letters,Instructor/Lecturer,Non-tenure track,0-2 years,Social Sciences,Man,White,2,2,3,0,0,0,0,0,0,0,0,0,0,4,3,60-69 hours,3,4,5,3,3,3,3,3,4.0,4.0,3,4,4,5,2025-10-17 04:00:00,More mentorship needed for junior faculty,Very satisfied overall
R0335,Arts & Letters,Professor,Tenured,0-2 years,Social Sciences,Woman,Asian,3,4,2,0,0,0,0,0,0,0,0,0,0,4,4,50-59 hours,2,4,5,2,4,2,3,3,2.0,2.7,4,1,1,1,2025-10-19 07:00:00,,
R0336,Arts & Letters,Associate Professor,Non-tenure track,11-15 years,STEM,Man,White,4,4,4,1,1,0,0,0,0,1,0,0,0,3,3,50-59 hours,4,3,3,4,4,4,3,3,3.0,3.0,5,2,3,3,2025-10-27 22:00:00,Salary not competitive with peer institutions,Need more teaching assistants
R0337,Architecture,Associate Professor,Tenure-track,0-2 years,STEM,Man,White,2,3,4,1,0,1,0,1,0,0,0,1,0,2,2,70+ hours,3,2,2,3,1,2,1,5,3.5,2.6,2,3,4,3,2025-10-19 22:00:00,Need better work-life balance policies,
R0338,Business,Assistant Professor,Non-tenure track,0-2 years,STEM,Woman,Hispanic or Latino/a/x,1,2,4,1,1,0,0,1,0,0,0,0,0,1,1,50-59 hours,1,3,2,2,1,1,4,2,4.0,1.7,2,3,1,1,2025-10-21 02:00:00,Need more teaching assistants,More mentorship needed for junior faculty
R0339,Engineering,Teaching Professor,Tenured,0-2 years,Professional fields,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,3,2,4,5,4,2,2,3,3.0,3.0,5,5,5,5,2025-10-28 13:00:00,Great collegial atmosphere,Very satisfied overall
R0340,Arts & Letters,Associate Professor,Non-tenure track,More than 20 years,Social Sciences,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,4,4,60-69 hours,2,2,3,4,5,4,4,3,3.0,5.0,5,4,5,5,2025-10-25 17:00:00,Very satisfied overall,Salary not competitive with peer institutions
R0341,Engineering,Associate Professor,Tenured,11-15 years,Social Sciences,Man,White,4,4,2,0,0,0,0,0,0,0,0,0,0,5,4,40-49 hours,4,3,3,5,5,4,5,4,2.0,3.0,2,5,5,5,2025-10-29 13:00:00,,Promotion criteria should be clearer
R0342,Engineering,Assistant Professor,Non-tenure track,3-5 years,STEM,Man,White,5,5,2,0,0,0,0,0,0,0,0,0,0,2,1,70+ hours,5,5,5,5,5,3,3,4,4.0,2.0,4,5,3,3,2025-10-16 06:00:00,Salary not competitive with peer institutions,Salary not competitive with peer institutions
R0343,Arts & Letters,Assistant Professor,Tenured,3-5 years,Humanities,Man,Asian,4,4,3,0,0,0,0,0,0,0,0,0,0,4,4,60-69 hours,3,4,5,2,3,2,3,4,4.0,3.0,4,3,4,4,2025-10-28 12:00:00,Great collegial atmosphere,Salary not competitive with peer institutions
R0344,Science,Associate Professor,Non-tenure track,3-5 years,STEM,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2,50-59 hours,3,3,3,2,5,2,4,2,1.5,1.4,4,4,2,2,2025-11-02 22:00:00,,
R0345,Science,Assistant Professor,Tenure-track,11-15 years,STEM,Man,White,2,1,4,0,0,0,0,1,0,1,1,0,0,3,3,40-49 hours,4,4,3,3,3,5,4,3,2.5,3.4,3,3,4,4,2025-10-15 18:00:00,Need more teaching assistants,Promotion criteria should be clearer
R0346,Engineering,Professor,Tenure-track,11-15 years,Social Sciences,Man,White,4,3,2,0,0,0,0,0,0,0,0,0,0,4,4,50-59 hours,4,4,5,3,4,5,4,4,3.0,4.0,3,5,5,5,2025-10-27 15:00:00,Great collegial atmosphere,
R0347,Business,Professor,Tenure-track,0-2 years,STEM,Woman,White,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,70+ hours,2,4,4,3,3,2,4,3,3.0,2.7,2,2,1,1,2025-10-15 11:00:00,,Excellent research support and facilities
R0348,Arts & Letters,Assistant Professor,Tenure-track,0-2 years,STEM,Prefer not to say,Asian,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,2,3,3,3,3,2,4,3,4.0,3.0,3,5,2,2,2025-10-24 12:00:00,More mentorship needed for junior faculty,
R0349,Science,Associate Professor,Non-tenure track,0-2 years,STEM,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,1,1,50-59 hours,2,3,2,1,4,1,3,3,1.5,1.0999999999999999,3,2,2,2,2025-10-28 17:00:00,Too much administrative burden,Salary not competitive with peer institutions
R0350,Engineering,Teaching Professor,Tenure-track,11-15 years,STEM,Woman,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,1,40-49 hours,1,3,1,5,3,2,3,3,3.0,2.7,3,1,4,4,2025-11-01 19:00:00,Too much administrative burden,Very satisfied overall
R0351,Engineering,Associate Professor,Adjunct/Part-time,11-15 years,STEM,Man,Asian,4,4,2,0,0,0,0,0,0,0,0,0,0,3,2,60-69 hours,2,5,5,2,3,4,4,5,,,3,5,3,3,2025-10-22 15:00:00,Great collegial atmosphere,Promotion criteria should be clearer
R0352,Architecture,Assistant Professor,Tenured,3-5 years,Social Sciences,Non-binary,White,2,1,5,1,1,0,0,0,0,0,0,0,0,4,4,60-69 hours,1,1,2,1,2,1,3,3,3.5,1.6,1,1,1,1,2025-10-22 08:00:00,,Need better work-life balance policies
R0353,Business,Assistant Professor,Tenure-track,0-2 years,Arts & Performance,Man,Black or African American,3,3,5,0,0,0,0,0,0,1,0,1,0,3,3,50-59 hours,1,4,4,4,3,1,3,1,4.0,3.0,4,3,1,1,2025-10-28 15:00:00,Salary not competitive with peer institutions,Promotion criteria should be clearer
R0354,Arts & Letters,Professor,Non-tenure track,0-2 years,Humanities,Woman,Asian,2,3,4,1,0,0,0,1,1,0,0,1,0,4,3,50-59 hours,1,2,3,3,5,1,4,1,1.0,2.7,4,2,3,3,2025-10-15 12:00:00,Salary not competitive with peer institutions,Very satisfied overall
R0355,Arts & Letters,Assistant Professor,Non-tenure track,More than 20 years,Social Sciences,Prefer not to say,Black or African American,3,2,3,0,0,0,0,0,0,0,0,0,0,3,4,50-59 hours,1,2,2,2,4,2,2,2,3.0,3.0,3,3,1,1,2025-10-25 21:00:00,More mentorship needed for junior faculty,
R0356,Business,Professor,Tenured,3-5 years,STEM,Woman,White,4,3,1,0,0,0,0,0,0,0,0,0,0,2,1,60-69 hours,3,4,3,4,3,2,2,4,3.0,2.7,3,3,3,4,2025-11-05 12:00:00,Great collegial atmosphere,Department climate needs improvement
R0357,Arts & Letters,Research Professor,Tenured,11-15 years,Business,Prefer not to say,White,3,3,2,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,4,3,3,5,3,5,4,2,3.0,4.0,4,4,4,4,2025-10-20 14:00:00,,Too much administrative burden
R0358,Engineering,Professor,Non-tenure track,11-15 years,Social Sciences,Man,Asian,4,5,2,0,0,0,0,0,0,0,0,0,0,4,3,50-59 hours,2,4,4,4,3,2,4,3,2.0,4.0,5,5,3,3,2025-10-19 19:00:00,More mentorship needed for junior faculty,
R0359,Law,Associate Professor,Tenure-track,6-10 years,STEM,Man,White,2,1,3,0,0,0,0,0,0,0,0,0,0,2,2,60-69 hours,4,4,4,5,3,3,3,4,4.0,4.0,4,4,5,5,2025-11-01 00:00:00,,
R0360,Engineering,Professor,Adjunct/Part-time,3-5 years,Humanities,Man,White,5,4,1,0,0,0,0,0,0,0,0,0,0,4,4,50-59 hours,3,3,2,1,4,4,3,3,,,3,2,5,5,2025-10-27 18:00:00,,
R0361,Science,Research Professor,Adjunct/Part-time,0-2 years,STEM,Woman,Black or African American,2,2,5,1,0,0,0,0,0,1,0,1,0,1,1,60-69 hours,1,2,3,2,3,1,2,2,,,1,1,1,1,2025-11-02 21:00:00,,
R0362,Business,Assistant Professor,Non-tenure track,11-15 years,Social Sciences,Man,Black or African American,3,4,3,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,1,4,5,4,4,3,3,2,4.0,4.0,2,1,3,4,2025-10-15 02:00:00,,Salary not competitive with peer institutions
R0363,Engineering,Assistant Professor,Tenure-track,11-15 years,Social Sciences,Woman,White,2,1,4,0,1,0,0,0,1,0,0,1,0,3,1,70+ hours,2,5,5,4,4,4,4,4,4.0,2.7,4,3,3,3,2025-11-04 13:00:00,Salary not competitive with peer institutions,Need better work-life balance policies
R0364,Engineering,Professor,Non-tenure track,11-15 years,Business,Prefer not to say,White,5,4,1,0,0,0,0,0,0,0,0,0,0,2,2,50-59 hours,3,5,5,4,4,3,4,3,3.0,3.0,3,3,5,4,2025-10-19 14:00:00,,Salary not competitive with peer institutions
R0365,Law,Assistant Professor,Tenure-track,6-10 years,Social Sciences,Man,White,3,3,4,1,0,0,0,1,0,0,0,0,1,5,5,60-69 hours,4,3,2,3,4,3,3,3,3.0,2.0,4,2,3,3,2025-10-20 01:00:00,Need more teaching assistants,Need more teaching assistants
R0366,Science,Associate Professor,Tenure-track,0-2 years,Humanities,Woman,Asian,2,3,4,1,0,0,0,0,0,1,0,0,0,5,3,50-59 hours,1,4,5,2,2,1,4,2,3.5,2.1,2,3,2,2,2025-10-23 12:00:00,Very satisfied overall,
R0367,Global Affairs,Teaching Professor,Tenured,More than 20 years,Professional fields,Woman,Hispanic or Latino/a/x,2,2,4,0,0,0,1,0,0,0,0,0,1,4,3,50-59 hours,2,2,3,3,4,1,2,3,4.0,0.7,2,3,2,1,2025-10-25 06:00:00,Need more teaching assistants,Excellent research support and facilities
R0368,Law,Associate Professor,Tenured,16-20 years,STEM,Woman,White,2,1,3,0,0,0,0,0,0,0,0,0,0,1,1,50-59 hours,3,2,2,4,3,2,4,3,4.0,2.7,2,2,3,3,2025-10-29 10:00:00,Very satisfied overall,
R0369,Arts & Letters,Professor,Non-tenure track,3-5 years,STEM,Non-binary,White,4,4,2,0,0,0,0,0,0,0,0,0,0,2,1,60-69 hours,3,1,1,4,3,3,1,2,3.0,3.0,4,2,1,1,2025-10-25 12:00:00,Very satisfied overall,Great collegial atmosphere
R0370,Arts & Letters,Professor,Non-tenure track,More than 20 years,Social Sciences,Man,Black or African American,4,4,2,0,0,0,0,0,0,0,0,0,0,4,4,50-59 hours,4,4,2,2,1,2,2,2,2.0,4.0,4,2,2,2,2025-10-23 13:00:00,,Too much administrative burden
R0371,Arts & Letters,Assistant Professor,Non-tenure track,11-15 years,Social Sciences,Non-binary,White,3,4,4,1,0,0,0,0,0,0,1,0,0,2,2,60-69 hours,2,2,2,2,3,3,2,3,3.0,2.0,4,2,1,1,2025-10-23 02:00:00,Need more teaching assistants,Too much administrative burden
R0372,Arts & Letters,Assistant Professor,Tenured,6-10 years,Social Sciences,Woman,White,3,3,4,1,0,0,0,0,1,0,0,0,1,3,3,50-59 hours,3,3,3,2,4,2,4,2,3.0,2.7,4,1,1,1,2025-10-30 00:00:00,,
R0373,Arts & Letters,Professor,Tenured,11-15 years,Business,Man,Multiple/Other,3,3,2,0,0,0,0,0,0,0,0,0,0,2,1,50-59 hours,2,2,1,3,2,2,3,2,4.0,4.0,3,4,5,5,2025-11-01 01:00:00,Department climate needs improvement,
R0374,Business,Instructor/Lecturer,Tenured,16-20 years,Humanities,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,5,5,60-69 hours,4,4,4,3,3,5,4,3,5.0,5.0,5,3,4,4,2025-10-26 07:00:00,Very satisfied overall,Excellent research support and facilities
R0375,Arts & Letters,Assistant Professor,Adjunct/Part-time,11-15 years,Humanities,Woman,White,2,3,4,1,0,0,0,0,0,1,0,0,0,3,2,50-59 hours,2,3,3,2,4,2,2,1,,,3,2,3,3,2025-11-04 02:00:00,,Great collegial atmosphere
R0376,Science,Assistant Professor,Tenure-track,0-2 years,STEM,Man,White,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,50-59 hours,2,2,1,4,2,2,3,4,3.5,1.4,3,3,3,3,2025-11-04 01:00:00,Department climate needs improvement,
R0377,Architecture,Associate Professor,Non-tenure track,3-5 years,Business,Woman,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,50-59 hours,2,2,1,3,4,2,2,4,1.5,2.3000000000000003,2,1,1,1,2025-10-15 07:00:00,Need better work-life balance policies,Too much administrative burden
R0378,Arts & Letters,Associate Professor,Tenured,More than 20 years,Professional fields,Woman,Asian,4,5,2,0,0,0,0,0,0,0,0,0,0,4,3,60-69 hours,1,2,1,3,3,3,4,2,3.0,2.7,1,2,1,2,2025-10-21 00:00:00,,More mentorship needed for junior faculty
R0379,Architecture,Assistant Professor,Tenured,3-5 years,Business,Man,White,3,2,3,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,1,1,2,3,3,3,2,4,4.5,2.6,4,1,3,3,2025-11-03 04:00:00,Salary not competitive with peer institutions,Need better work-life balance policies
R0380,Science,Professor,Non-tenure track,3-5 years,STEM,Man,Prefer not to say,2,1,5,0,1,1,0,0,0,0,1,0,0,2,2,50-59 hours,2,1,1,1,2,1,4,3,3.5,2.4,4,4,4,3,2025-10-22 04:00:00,Salary not competitive with peer institutions,Need more teaching assistants
R0381,Arts & Letters,Professor,Tenured,6-10 years,Humanities,Woman,White,4,4,1,0,0,0,0,0,0,0,0,0,0,3,3,60-69 hours,2,2,2,2,4,1,2,2,2.0,3.7,3,3,3,3,2025-10-30 21:00:00,Promotion criteria should be clearer,Promotion criteria should be clearer
R0382,Business,Teaching Professor,Non-tenure track,6-10 years,STEM,Man,White,3,3,4,0,1,1,0,0,0,0,0,0,1,1,1,50-59 hours,4,4,3,5,5,4,3,3,5.0,2.0,3,3,4,4,2025-10-18 18:00:00,Very satisfied overall,Too much administrative burden
R0383,Engineering,Teaching Professor,Adjunct/Part-time,11-15 years,STEM,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,3,4,50-59 hours,4,2,2,4,5,4,5,5,,,4,4,4,4,2025-10-21 14:00:00,Need better work-life balance policies,More mentorship needed for junior faculty
R0384,Law,Associate Professor,Tenured,More than 20 years,STEM,Man,White,5,5,3,0,0,0,0,0,0,0,0,0,0,3,4,40-49 hours,4,2,2,3,3,3,3,4,2.0,3.0,3,4,4,3,2025-10-23 11:00:00,Very satisfied overall,Excellent research support and facilities
R0385,Business,Associate Professor,Tenured,3-5 years,Humanities,Man,White,5,5,2,0,0,0,0,0,0,0,0,0,0,3,3,70+ hours,2,3,1,1,5,3,2,1,2.0,4.0,4,3,5,5,2025-10-20 19:00:00,Great collegial atmosphere,
R0386,Architecture,Assistant Professor,Tenured,0-2 years,Humanities,Woman,White,2,2,4,0,1,0,0,0,0,0,0,1,1,3,2,50-59 hours,1,1,2,1,2,1,3,1,3.5,2.3000000000000003,1,1,2,2,2025-11-03 23:00:00,Promotion criteria should be clearer,Salary not competitive with peer institutions
R0387,Science,Associate Professor,Adjunct/Part-time,0-2 years,STEM,Man,White,5,5,1,0,0,0,0,0,0,0,0,0,0,1,2,50-59 hours,2,5,5,2,4,2,3,1,,,3,4,4,3,2025-10-18 05:00:00,,
R0388,Arts & Letters,Professor,Tenure-track,16-20 years,Social Sciences,Woman,White,4,4,1,0,0,0,0,0,0,0,0,0,0,3,3,50-59 hours,2,5,4,4,4,3,2,3,5.0,3.7,4,3,3,2,2025-10-24 03:00:00,,Very satisfied overall
R0389,Business,Professor,Non-tenure track,11-15 years,Social Sciences,Man,Asian,5,5,2,0,0,0,0,0,0,0,0,0,0,4,3,40-49 hours,3,3,2,2,1,3,3,4,3.0,5.0,3,3,1,1,2025-11-02 00:00:00,,Need better work-life balance policies
R0390,Architecture,Assistant Professor,Non-tenure track,3-5 years,Social Sciences,Man,White,3,3,3,0,0,0,0,0,0,0,0,0,0,3,4,60-69 hours,3,2,2,2,2,3,5,3,3.5,2.6,3,1,2,2,2025-10-24 18:00:00,Great collegial atmosphere,
